,training_examples,noise,sigma,acc
2652,10,1.7777777777777777,0.8421058421052632,0.48
2653,10,1.7777777777777777,0.8421058421052632,0.5
2654,10,1.7777777777777777,0.8421058421052632,0.44
2655,10,1.7777777777777777,0.8421058421052632,0.66
2656,10,1.7777777777777777,0.8421058421052632,0.58
2657,10,1.7777777777777777,0.8421058421052632,0.34
2658,10,1.7777777777777777,0.8421058421052632,0.5
2659,10,1.7777777777777777,0.8421058421052632,0.64
2660,20,1.7777777777777777,0.8421058421052632,0.42
2661,20,1.7777777777777777,0.8421058421052632,0.48
2662,20,1.7777777777777777,0.8421058421052632,0.52
2663,20,1.7777777777777777,0.8421058421052632,0.5
2664,20,1.7777777777777777,0.8421058421052632,0.6
2665,20,1.7777777777777777,0.8421058421052632,0.54
2666,20,1.7777777777777777,0.8421058421052632,0.58
2667,20,1.7777777777777777,0.8421058421052632,0.52
2668,20,1.7777777777777777,0.8421058421052632,0.32
2669,20,1.7777777777777777,0.8421058421052632,0.42
2670,5,2.0,0.8421058421052632,0.5
2671,5,2.0,0.8421058421052632,0.48
2672,5,2.0,0.8421058421052632,0.5
2673,5,2.0,0.8421058421052632,0.36
2674,5,2.0,0.8421058421052632,0.5
2675,5,2.0,0.8421058421052632,0.52
2676,5,2.0,0.8421058421052632,0.46
2677,5,2.0,0.8421058421052632,0.66
2678,5,2.0,0.8421058421052632,0.56
2679,5,2.0,0.8421058421052632,0.44
2680,10,2.0,0.8421058421052632,0.46
2681,10,2.0,0.8421058421052632,0.5
2682,10,2.0,0.8421058421052632,0.5
2683,10,2.0,0.8421058421052632,0.56
2684,10,2.0,0.8421058421052632,0.48
2685,10,2.0,0.8421058421052632,0.52
2686,10,2.0,0.8421058421052632,0.46
2687,10,2.0,0.8421058421052632,0.54
2688,10,2.0,0.8421058421052632,0.5
2689,10,2.0,0.8421058421052632,0.44
2690,20,2.0,0.8421058421052632,0.42
2691,20,2.0,0.8421058421052632,0.44
2692,20,2.0,0.8421058421052632,0.42
2693,20,2.0,0.8421058421052632,0.5
2694,20,2.0,0.8421058421052632,0.58
2695,20,2.0,0.8421058421052632,0.56
2696,20,2.0,0.8421058421052632,0.5
2697,20,2.0,0.8421058421052632,0.4
2698,20,2.0,0.8421058421052632,0.6
2699,20,2.0,0.8421058421052632,0.64
2700,5,0.0,0.947368947368421,0.4
2701,5,0.0,0.947368947368421,0.68
2702,5,0.0,0.947368947368421,0.48
2703,5,0.0,0.947368947368421,0.68
2704,5,0.0,0.947368947368421,0.46
2705,5,0.0,0.947368947368421,0.48
2706,5,0.0,0.947368947368421,0.54
2707,5,0.0,0.947368947368421,0.44
2708,5,0.0,0.947368947368421,0.62
2709,5,0.0,0.947368947368421,0.52
2710,10,0.0,0.947368947368421,0.44
2711,10,0.0,0.947368947368421,0.5
2712,10,0.0,0.947368947368421,0.52
2713,10,0.0,0.947368947368421,0.58
2714,10,0.0,0.947368947368421,0.58
2715,10,0.0,0.947368947368421,0.44
2716,10,0.0,0.947368947368421,0.6
2717,10,0.0,0.947368947368421,0.56
2718,10,0.0,0.947368947368421,0.42
2719,10,0.0,0.947368947368421,0.56
2720,20,0.0,0.947368947368421,0.46
2721,20,0.0,0.947368947368421,0.62
2722,20,0.0,0.947368947368421,0.42
2723,20,0.0,0.947368947368421,0.36
2724,20,0.0,0.947368947368421,0.48
2725,20,0.0,0.947368947368421,0.4
2726,20,0.0,0.947368947368421,0.42
2727,20,0.0,0.947368947368421,0.6
2728,20,0.0,0.947368947368421,0.44
2729,20,0.0,0.947368947368421,0.44
2730,5,0.2222222222222222,0.947368947368421,0.68
2731,5,0.2222222222222222,0.947368947368421,0.6
2732,5,0.2222222222222222,0.947368947368421,0.48
2733,5,0.2222222222222222,0.947368947368421,0.46
2734,5,0.2222222222222222,0.947368947368421,0.56
2735,5,0.2222222222222222,0.947368947368421,0.5
2736,5,0.2222222222222222,0.947368947368421,0.5
2737,5,0.2222222222222222,0.947368947368421,0.5
2738,5,0.2222222222222222,0.947368947368421,0.54
2739,5,0.2222222222222222,0.947368947368421,0.56
2740,10,0.2222222222222222,0.947368947368421,0.56
2741,10,0.2222222222222222,0.947368947368421,0.62
2742,10,0.2222222222222222,0.947368947368421,0.46
2743,10,0.2222222222222222,0.947368947368421,0.56
2744,10,0.2222222222222222,0.947368947368421,0.56
2745,10,0.2222222222222222,0.947368947368421,0.48
2746,10,0.2222222222222222,0.947368947368421,0.46
2747,10,0.2222222222222222,0.947368947368421,0.54
2748,10,0.2222222222222222,0.947368947368421,0.56
2749,10,0.2222222222222222,0.947368947368421,0.48
2750,20,0.2222222222222222,0.947368947368421,0.52
2751,20,0.2222222222222222,0.947368947368421,0.62
2752,20,0.2222222222222222,0.947368947368421,0.48
2753,20,0.2222222222222222,0.947368947368421,0.58
2754,20,0.2222222222222222,0.947368947368421,0.62
2755,20,0.2222222222222222,0.947368947368421,0.54
2756,20,0.2222222222222222,0.947368947368421,0.44
2757,20,0.2222222222222222,0.947368947368421,0.42
2758,20,0.2222222222222222,0.947368947368421,0.42
2759,20,0.2222222222222222,0.947368947368421,0.5
2760,5,0.4444444444444444,0.947368947368421,0.4
2761,5,0.4444444444444444,0.947368947368421,0.54
2762,5,0.4444444444444444,0.947368947368421,0.52
2763,5,0.4444444444444444,0.947368947368421,0.36
2764,5,0.4444444444444444,0.947368947368421,0.56
2765,5,0.4444444444444444,0.947368947368421,0.54
2766,5,0.4444444444444444,0.947368947368421,0.56
2767,5,0.4444444444444444,0.947368947368421,0.46
2768,5,0.4444444444444444,0.947368947368421,0.46
2769,5,0.4444444444444444,0.947368947368421,0.52
2770,10,0.4444444444444444,0.947368947368421,0.42
2771,10,0.4444444444444444,0.947368947368421,0.6
2772,10,0.4444444444444444,0.947368947368421,0.48
2773,10,0.4444444444444444,0.947368947368421,0.46
2774,10,0.4444444444444444,0.947368947368421,0.48
2775,10,0.4444444444444444,0.947368947368421,0.6
2776,10,0.4444444444444444,0.947368947368421,0.44
2777,10,0.4444444444444444,0.947368947368421,0.54
2778,10,0.4444444444444444,0.947368947368421,0.52
2779,10,0.4444444444444444,0.947368947368421,0.6
2780,20,0.4444444444444444,0.947368947368421,0.52
2781,20,0.4444444444444444,0.947368947368421,0.46
2782,20,0.4444444444444444,0.947368947368421,0.54
2783,20,0.4444444444444444,0.947368947368421,0.54
2784,20,0.4444444444444444,0.947368947368421,0.52
2785,20,0.4444444444444444,0.947368947368421,0.48
2786,20,0.4444444444444444,0.947368947368421,0.58
2787,20,0.4444444444444444,0.947368947368421,0.38
2788,20,0.4444444444444444,0.947368947368421,0.54
2789,20,0.4444444444444444,0.947368947368421,0.54
2790,5,0.6666666666666666,0.947368947368421,0.48
2791,5,0.6666666666666666,0.947368947368421,0.56
2792,5,0.6666666666666666,0.947368947368421,0.44
2793,5,0.6666666666666666,0.947368947368421,0.48
2794,5,0.6666666666666666,0.947368947368421,0.4
2795,5,0.6666666666666666,0.947368947368421,0.62
2796,5,0.6666666666666666,0.947368947368421,0.48
2797,5,0.6666666666666666,0.947368947368421,0.62
2798,5,0.6666666666666666,0.947368947368421,0.46
2799,5,0.6666666666666666,0.947368947368421,0.44
2800,10,0.6666666666666666,0.947368947368421,0.46
2801,10,0.6666666666666666,0.947368947368421,0.6
2802,10,0.6666666666666666,0.947368947368421,0.6
2803,10,0.6666666666666666,0.947368947368421,0.34
2804,10,0.6666666666666666,0.947368947368421,0.42
2805,10,0.6666666666666666,0.947368947368421,0.42
2806,10,0.6666666666666666,0.947368947368421,0.52
2807,10,0.6666666666666666,0.947368947368421,0.38
2808,10,0.6666666666666666,0.947368947368421,0.5
2809,10,0.6666666666666666,0.947368947368421,0.56
2810,20,0.6666666666666666,0.947368947368421,0.58
2811,20,0.6666666666666666,0.947368947368421,0.48
2812,20,0.6666666666666666,0.947368947368421,0.54
2813,20,0.6666666666666666,0.947368947368421,0.34
2814,20,0.6666666666666666,0.947368947368421,0.42
2815,20,0.6666666666666666,0.947368947368421,0.54
2816,20,0.6666666666666666,0.947368947368421,0.52
2817,20,0.6666666666666666,0.947368947368421,0.62
2818,20,0.6666666666666666,0.947368947368421,0.54
2819,20,0.6666666666666666,0.947368947368421,0.58
2820,5,0.8888888888888888,0.947368947368421,0.48
2821,5,0.8888888888888888,0.947368947368421,0.34
2822,5,0.8888888888888888,0.947368947368421,0.42
2823,5,0.8888888888888888,0.947368947368421,0.52
2824,5,0.8888888888888888,0.947368947368421,0.42
2825,5,0.8888888888888888,0.947368947368421,0.5
2826,5,0.8888888888888888,0.947368947368421,0.62
2827,5,0.8888888888888888,0.947368947368421,0.3
2828,5,0.8888888888888888,0.947368947368421,0.62
2829,5,0.8888888888888888,0.947368947368421,0.56
2830,10,0.8888888888888888,0.947368947368421,0.38
2831,10,0.8888888888888888,0.947368947368421,0.5
2832,10,0.8888888888888888,0.947368947368421,0.54
2833,10,0.8888888888888888,0.947368947368421,0.48
2834,10,0.8888888888888888,0.947368947368421,0.38
2835,10,0.8888888888888888,0.947368947368421,0.52
2836,10,0.8888888888888888,0.947368947368421,0.4
2837,10,0.8888888888888888,0.947368947368421,0.5
2838,10,0.8888888888888888,0.947368947368421,0.5
2839,10,0.8888888888888888,0.947368947368421,0.48
2840,20,0.8888888888888888,0.947368947368421,0.5
2841,20,0.8888888888888888,0.947368947368421,0.48
2842,20,0.8888888888888888,0.947368947368421,0.42
2843,20,0.8888888888888888,0.947368947368421,0.46
2844,20,0.8888888888888888,0.947368947368421,0.5
2845,20,0.8888888888888888,0.947368947368421,0.58
2846,20,0.8888888888888888,0.947368947368421,0.4
2847,20,0.8888888888888888,0.947368947368421,0.38
2848,20,0.8888888888888888,0.947368947368421,0.56
2849,20,0.8888888888888888,0.947368947368421,0.54
2850,5,1.1111111111111112,0.947368947368421,0.46
2851,5,1.1111111111111112,0.947368947368421,0.6
2852,5,1.1111111111111112,0.947368947368421,0.5
2853,5,1.1111111111111112,0.947368947368421,0.64
2854,5,1.1111111111111112,0.947368947368421,0.44
2855,5,1.1111111111111112,0.947368947368421,0.36
2856,5,1.1111111111111112,0.947368947368421,0.48
2857,5,1.1111111111111112,0.947368947368421,0.54
2858,5,1.1111111111111112,0.947368947368421,0.48
2859,5,1.1111111111111112,0.947368947368421,0.56
2860,10,1.1111111111111112,0.947368947368421,0.58
2861,10,1.1111111111111112,0.947368947368421,0.54
2862,10,1.1111111111111112,0.947368947368421,0.48
2863,10,1.1111111111111112,0.947368947368421,0.52
2864,10,1.1111111111111112,0.947368947368421,0.54
2865,10,1.1111111111111112,0.947368947368421,0.48
2866,10,1.1111111111111112,0.947368947368421,0.58
2867,10,1.1111111111111112,0.947368947368421,0.38
2868,10,1.1111111111111112,0.947368947368421,0.54
2869,10,1.1111111111111112,0.947368947368421,0.54
2870,20,1.1111111111111112,0.947368947368421,0.56
2871,20,1.1111111111111112,0.947368947368421,0.56
2872,20,1.1111111111111112,0.947368947368421,0.5
2873,20,1.1111111111111112,0.947368947368421,0.44
2874,20,1.1111111111111112,0.947368947368421,0.48
2875,20,1.1111111111111112,0.947368947368421,0.56
2876,20,1.1111111111111112,0.947368947368421,0.36
2877,20,1.1111111111111112,0.947368947368421,0.44
2878,20,1.1111111111111112,0.947368947368421,0.48
2879,20,1.1111111111111112,0.947368947368421,0.46
2880,5,1.3333333333333333,0.947368947368421,0.54
2881,5,1.3333333333333333,0.947368947368421,0.5
2882,5,1.3333333333333333,0.947368947368421,0.48
2883,5,1.3333333333333333,0.947368947368421,0.56
2884,5,1.3333333333333333,0.947368947368421,0.44
2885,5,1.3333333333333333,0.947368947368421,0.46
2886,5,1.3333333333333333,0.947368947368421,0.44
2887,5,1.3333333333333333,0.947368947368421,0.48
2888,5,1.3333333333333333,0.947368947368421,0.42
2889,5,1.3333333333333333,0.947368947368421,0.4
2890,10,1.3333333333333333,0.947368947368421,0.48
2891,10,1.3333333333333333,0.947368947368421,0.46
2892,10,1.3333333333333333,0.947368947368421,0.62
2893,10,1.3333333333333333,0.947368947368421,0.56
2894,10,1.3333333333333333,0.947368947368421,0.54
2895,10,1.3333333333333333,0.947368947368421,0.54
2896,10,1.3333333333333333,0.947368947368421,0.56
2897,10,1.3333333333333333,0.947368947368421,0.56
2898,10,1.3333333333333333,0.947368947368421,0.6
2899,10,1.3333333333333333,0.947368947368421,0.5
2900,20,1.3333333333333333,0.947368947368421,0.52
2901,20,1.3333333333333333,0.947368947368421,0.48
2902,20,1.3333333333333333,0.947368947368421,0.42
2903,20,1.3333333333333333,0.947368947368421,0.4
2904,20,1.3333333333333333,0.947368947368421,0.5
2905,20,1.3333333333333333,0.947368947368421,0.38
2906,20,1.3333333333333333,0.947368947368421,0.56
2907,20,1.3333333333333333,0.947368947368421,0.5
2908,20,1.3333333333333333,0.947368947368421,0.38
2909,20,1.3333333333333333,0.947368947368421,0.38
2910,5,1.5555555555555554,0.947368947368421,0.48
2911,5,1.5555555555555554,0.947368947368421,0.52
2912,5,1.5555555555555554,0.947368947368421,0.56
2913,5,1.5555555555555554,0.947368947368421,0.54
2914,5,1.5555555555555554,0.947368947368421,0.48
2915,5,1.5555555555555554,0.947368947368421,0.46
2916,5,1.5555555555555554,0.947368947368421,0.52
2917,5,1.5555555555555554,0.947368947368421,0.52
2918,5,1.5555555555555554,0.947368947368421,0.46
2919,5,1.5555555555555554,0.947368947368421,0.52
2920,10,1.5555555555555554,0.947368947368421,0.48
2921,10,1.5555555555555554,0.947368947368421,0.4
2922,10,1.5555555555555554,0.947368947368421,0.52
2923,10,1.5555555555555554,0.947368947368421,0.62
2924,10,1.5555555555555554,0.947368947368421,0.42
2925,10,1.5555555555555554,0.947368947368421,0.62
2926,10,1.5555555555555554,0.947368947368421,0.52
2927,10,1.5555555555555554,0.947368947368421,0.48
2928,10,1.5555555555555554,0.947368947368421,0.46
2929,10,1.5555555555555554,0.947368947368421,0.38
2930,20,1.5555555555555554,0.947368947368421,0.64
2931,20,1.5555555555555554,0.947368947368421,0.48
2932,20,1.5555555555555554,0.947368947368421,0.5
2933,20,1.5555555555555554,0.947368947368421,0.4
2934,20,1.5555555555555554,0.947368947368421,0.48
2935,20,1.5555555555555554,0.947368947368421,0.46
2936,20,1.5555555555555554,0.947368947368421,0.58
2937,20,1.5555555555555554,0.947368947368421,0.6
2938,20,1.5555555555555554,0.947368947368421,0.66
2939,20,1.5555555555555554,0.947368947368421,0.42
2940,5,1.7777777777777777,0.947368947368421,0.42
2941,5,1.7777777777777777,0.947368947368421,0.48
2942,5,1.7777777777777777,0.947368947368421,0.48
2943,5,1.7777777777777777,0.947368947368421,0.48
2944,5,1.7777777777777777,0.947368947368421,0.54
2945,5,1.7777777777777777,0.947368947368421,0.64
2946,5,1.7777777777777777,0.947368947368421,0.52
2947,5,1.7777777777777777,0.947368947368421,0.58
2948,5,1.7777777777777777,0.947368947368421,0.42
2949,5,1.7777777777777777,0.947368947368421,0.52
2950,10,1.7777777777777777,0.947368947368421,0.48
2951,10,1.7777777777777777,0.947368947368421,0.44
2952,10,1.7777777777777777,0.947368947368421,0.52
2953,10,1.7777777777777777,0.947368947368421,0.56
2954,10,1.7777777777777777,0.947368947368421,0.52
2955,10,1.7777777777777777,0.947368947368421,0.46
2956,10,1.7777777777777777,0.947368947368421,0.68
2957,10,1.7777777777777777,0.947368947368421,0.64
2958,10,1.7777777777777777,0.947368947368421,0.5
2959,10,1.7777777777777777,0.947368947368421,0.5
2960,20,1.7777777777777777,0.947368947368421,0.44
2961,20,1.7777777777777777,0.947368947368421,0.58
2962,20,1.7777777777777777,0.947368947368421,0.46
2963,20,1.7777777777777777,0.947368947368421,0.48
2964,20,1.7777777777777777,0.947368947368421,0.62
2965,20,1.7777777777777777,0.947368947368421,0.52
2966,20,1.7777777777777777,0.947368947368421,0.48
2967,20,1.7777777777777777,0.947368947368421,0.44
2968,20,1.7777777777777777,0.947368947368421,0.48
2969,20,1.7777777777777777,0.947368947368421,0.42
2970,5,2.0,0.947368947368421,0.48
2971,5,2.0,0.947368947368421,0.62
2972,5,2.0,0.947368947368421,0.5
2973,5,2.0,0.947368947368421,0.48
2974,5,2.0,0.947368947368421,0.5
2975,5,2.0,0.947368947368421,0.44
2976,5,2.0,0.947368947368421,0.46
2977,5,2.0,0.947368947368421,0.4
2978,5,2.0,0.947368947368421,0.54
2979,5,2.0,0.947368947368421,0.56
2980,10,2.0,0.947368947368421,0.4
2981,10,2.0,0.947368947368421,0.44
2982,10,2.0,0.947368947368421,0.46
2983,10,2.0,0.947368947368421,0.54
2984,10,2.0,0.947368947368421,0.5
2985,10,2.0,0.947368947368421,0.52
2986,10,2.0,0.947368947368421,0.52
2987,10,2.0,0.947368947368421,0.64
2988,10,2.0,0.947368947368421,0.42
2989,10,2.0,0.947368947368421,0.6
2990,20,2.0,0.947368947368421,0.46
2991,20,2.0,0.947368947368421,0.62
2992,20,2.0,0.947368947368421,0.5
2993,20,2.0,0.947368947368421,0.46
2994,20,2.0,0.947368947368421,0.6
2995,20,2.0,0.947368947368421,0.5
2996,20,2.0,0.947368947368421,0.62
2997,20,2.0,0.947368947368421,0.58
2998,20,2.0,0.947368947368421,0.5
2999,20,2.0,0.947368947368421,0.5
3000,5,0.0,1.0526320526315789,0.5
3001,5,0.0,1.0526320526315789,0.62
3002,5,0.0,1.0526320526315789,0.48
3003,5,0.0,1.0526320526315789,0.46
3004,5,0.0,1.0526320526315789,0.42
3005,5,0.0,1.0526320526315789,0.38
3006,5,0.0,1.0526320526315789,0.48
3007,5,0.0,1.0526320526315789,0.46
3008,5,0.0,1.0526320526315789,0.56
3009,5,0.0,1.0526320526315789,0.48
3010,10,0.0,1.0526320526315789,0.54
3011,10,0.0,1.0526320526315789,0.4
3012,10,0.0,1.0526320526315789,0.48
3013,10,0.0,1.0526320526315789,0.48
3014,10,0.0,1.0526320526315789,0.56
3015,10,0.0,1.0526320526315789,0.38
3016,10,0.0,1.0526320526315789,0.54
3017,10,0.0,1.0526320526315789,0.52
3018,10,0.0,1.0526320526315789,0.44
3019,10,0.0,1.0526320526315789,0.6
3020,20,0.0,1.0526320526315789,0.54
3021,20,0.0,1.0526320526315789,0.52
3022,20,0.0,1.0526320526315789,0.38
3023,20,0.0,1.0526320526315789,0.42
3024,20,0.0,1.0526320526315789,0.46
3025,20,0.0,1.0526320526315789,0.54
3026,20,0.0,1.0526320526315789,0.64
3027,20,0.0,1.0526320526315789,0.54
3028,20,0.0,1.0526320526315789,0.36
3029,20,0.0,1.0526320526315789,0.28
3030,5,0.2222222222222222,1.0526320526315789,0.54
3031,5,0.2222222222222222,1.0526320526315789,0.46
3032,5,0.2222222222222222,1.0526320526315789,0.4
3033,5,0.2222222222222222,1.0526320526315789,0.56
3034,5,0.2222222222222222,1.0526320526315789,0.54
3035,5,0.2222222222222222,1.0526320526315789,0.4
3036,5,0.2222222222222222,1.0526320526315789,0.54
3037,5,0.2222222222222222,1.0526320526315789,0.6
3038,5,0.2222222222222222,1.0526320526315789,0.44
3039,5,0.2222222222222222,1.0526320526315789,0.46
3040,10,0.2222222222222222,1.0526320526315789,0.46
3041,10,0.2222222222222222,1.0526320526315789,0.6
3042,10,0.2222222222222222,1.0526320526315789,0.6
3043,10,0.2222222222222222,1.0526320526315789,0.42
3044,10,0.2222222222222222,1.0526320526315789,0.54
3045,10,0.2222222222222222,1.0526320526315789,0.54
3046,10,0.2222222222222222,1.0526320526315789,0.48
3047,10,0.2222222222222222,1.0526320526315789,0.46
3048,10,0.2222222222222222,1.0526320526315789,0.44
3049,10,0.2222222222222222,1.0526320526315789,0.52
3050,20,0.2222222222222222,1.0526320526315789,0.5
3051,20,0.2222222222222222,1.0526320526315789,0.5
3052,20,0.2222222222222222,1.0526320526315789,0.5
3053,20,0.2222222222222222,1.0526320526315789,0.36
3054,20,0.2222222222222222,1.0526320526315789,0.48
3055,20,0.2222222222222222,1.0526320526315789,0.48
3056,20,0.2222222222222222,1.0526320526315789,0.32
3057,20,0.2222222222222222,1.0526320526315789,0.38
3058,20,0.2222222222222222,1.0526320526315789,0.54
3059,20,0.2222222222222222,1.0526320526315789,0.54
3060,5,0.4444444444444444,1.0526320526315789,0.52
3061,5,0.4444444444444444,1.0526320526315789,0.4
3062,5,0.4444444444444444,1.0526320526315789,0.48
3063,5,0.4444444444444444,1.0526320526315789,0.46
3064,5,0.4444444444444444,1.0526320526315789,0.46
3065,5,0.4444444444444444,1.0526320526315789,0.46
3066,5,0.4444444444444444,1.0526320526315789,0.5
3067,5,0.4444444444444444,1.0526320526315789,0.44
3068,5,0.4444444444444444,1.0526320526315789,0.44
3069,5,0.4444444444444444,1.0526320526315789,0.52
3070,10,0.4444444444444444,1.0526320526315789,0.48
3071,10,0.4444444444444444,1.0526320526315789,0.5
3072,10,0.4444444444444444,1.0526320526315789,0.54
3073,10,0.4444444444444444,1.0526320526315789,0.44
3074,10,0.4444444444444444,1.0526320526315789,0.58
3075,10,0.4444444444444444,1.0526320526315789,0.66
3076,10,0.4444444444444444,1.0526320526315789,0.52
3077,10,0.4444444444444444,1.0526320526315789,0.46
3078,10,0.4444444444444444,1.0526320526315789,0.56
3079,10,0.4444444444444444,1.0526320526315789,0.58
3080,20,0.4444444444444444,1.0526320526315789,0.5
3081,20,0.4444444444444444,1.0526320526315789,0.58
3082,20,0.4444444444444444,1.0526320526315789,0.54
3083,20,0.4444444444444444,1.0526320526315789,0.54
3084,20,0.4444444444444444,1.0526320526315789,0.5
3085,20,0.4444444444444444,1.0526320526315789,0.48
3086,20,0.4444444444444444,1.0526320526315789,0.52
3087,20,0.4444444444444444,1.0526320526315789,0.6
3088,20,0.4444444444444444,1.0526320526315789,0.36
3089,20,0.4444444444444444,1.0526320526315789,0.58
3090,5,0.6666666666666666,1.0526320526315789,0.42
3091,5,0.6666666666666666,1.0526320526315789,0.6
3092,5,0.6666666666666666,1.0526320526315789,0.48
3093,5,0.6666666666666666,1.0526320526315789,0.42
3094,5,0.6666666666666666,1.0526320526315789,0.5
3095,5,0.6666666666666666,1.0526320526315789,0.54
3096,5,0.6666666666666666,1.0526320526315789,0.56
3097,5,0.6666666666666666,1.0526320526315789,0.54
3098,5,0.6666666666666666,1.0526320526315789,0.5
3099,5,0.6666666666666666,1.0526320526315789,0.48
3100,10,0.6666666666666666,1.0526320526315789,0.58
3101,10,0.6666666666666666,1.0526320526315789,0.54
3102,10,0.6666666666666666,1.0526320526315789,0.52
3103,10,0.6666666666666666,1.0526320526315789,0.54
3104,10,0.6666666666666666,1.0526320526315789,0.54
3105,10,0.6666666666666666,1.0526320526315789,0.52
3106,10,0.6666666666666666,1.0526320526315789,0.5
3107,10,0.6666666666666666,1.0526320526315789,0.52
3108,10,0.6666666666666666,1.0526320526315789,0.46
3109,10,0.6666666666666666,1.0526320526315789,0.52
3110,20,0.6666666666666666,1.0526320526315789,0.44
3111,20,0.6666666666666666,1.0526320526315789,0.4
3112,20,0.6666666666666666,1.0526320526315789,0.54
3113,20,0.6666666666666666,1.0526320526315789,0.46
3114,20,0.6666666666666666,1.0526320526315789,0.44
3115,20,0.6666666666666666,1.0526320526315789,0.58
3116,20,0.6666666666666666,1.0526320526315789,0.4
3117,20,0.6666666666666666,1.0526320526315789,0.48
3118,20,0.6666666666666666,1.0526320526315789,0.62
3119,20,0.6666666666666666,1.0526320526315789,0.44
3120,5,0.8888888888888888,1.0526320526315789,0.44
3121,5,0.8888888888888888,1.0526320526315789,0.46
3122,5,0.8888888888888888,1.0526320526315789,0.36
3123,5,0.8888888888888888,1.0526320526315789,0.48
3124,5,0.8888888888888888,1.0526320526315789,0.56
3125,5,0.8888888888888888,1.0526320526315789,0.5
3126,5,0.8888888888888888,1.0526320526315789,0.64
3127,5,0.8888888888888888,1.0526320526315789,0.42
3128,5,0.8888888888888888,1.0526320526315789,0.46
3129,5,0.8888888888888888,1.0526320526315789,0.5
3130,10,0.8888888888888888,1.0526320526315789,0.58
3131,10,0.8888888888888888,1.0526320526315789,0.56
3132,10,0.8888888888888888,1.0526320526315789,0.6
3133,10,0.8888888888888888,1.0526320526315789,0.48
3134,10,0.8888888888888888,1.0526320526315789,0.6
3135,10,0.8888888888888888,1.0526320526315789,0.54
3136,10,0.8888888888888888,1.0526320526315789,0.48
3137,10,0.8888888888888888,1.0526320526315789,0.5
3138,10,0.8888888888888888,1.0526320526315789,0.36
3139,10,0.8888888888888888,1.0526320526315789,0.48
3140,20,0.8888888888888888,1.0526320526315789,0.5
3141,20,0.8888888888888888,1.0526320526315789,0.44
3142,20,0.8888888888888888,1.0526320526315789,0.54
3143,20,0.8888888888888888,1.0526320526315789,0.5
3144,20,0.8888888888888888,1.0526320526315789,0.56
3145,20,0.8888888888888888,1.0526320526315789,0.58
3146,20,0.8888888888888888,1.0526320526315789,0.48
3147,20,0.8888888888888888,1.0526320526315789,0.54
3148,20,0.8888888888888888,1.0526320526315789,0.46
3149,20,0.8888888888888888,1.0526320526315789,0.42
3150,5,1.1111111111111112,1.0526320526315789,0.42
3151,5,1.1111111111111112,1.0526320526315789,0.52
3152,5,1.1111111111111112,1.0526320526315789,0.46
3153,5,1.1111111111111112,1.0526320526315789,0.6
3154,5,1.1111111111111112,1.0526320526315789,0.5
3155,5,1.1111111111111112,1.0526320526315789,0.68
3156,5,1.1111111111111112,1.0526320526315789,0.5
3157,5,1.1111111111111112,1.0526320526315789,0.42
3158,5,1.1111111111111112,1.0526320526315789,0.44
3159,5,1.1111111111111112,1.0526320526315789,0.54
3160,10,1.1111111111111112,1.0526320526315789,0.4
3161,10,1.1111111111111112,1.0526320526315789,0.48
3162,10,1.1111111111111112,1.0526320526315789,0.38
3163,10,1.1111111111111112,1.0526320526315789,0.52
3164,10,1.1111111111111112,1.0526320526315789,0.46
3165,10,1.1111111111111112,1.0526320526315789,0.5
3166,10,1.1111111111111112,1.0526320526315789,0.46
3167,10,1.1111111111111112,1.0526320526315789,0.44
3168,10,1.1111111111111112,1.0526320526315789,0.46
3169,10,1.1111111111111112,1.0526320526315789,0.56
3170,20,1.1111111111111112,1.0526320526315789,0.48
3171,20,1.1111111111111112,1.0526320526315789,0.56
3172,20,1.1111111111111112,1.0526320526315789,0.52
3173,20,1.1111111111111112,1.0526320526315789,0.5
3174,20,1.1111111111111112,1.0526320526315789,0.38
3175,20,1.1111111111111112,1.0526320526315789,0.46
3176,20,1.1111111111111112,1.0526320526315789,0.52
3177,20,1.1111111111111112,1.0526320526315789,0.4
3178,20,1.1111111111111112,1.0526320526315789,0.62
3179,20,1.1111111111111112,1.0526320526315789,0.48
3180,5,1.3333333333333333,1.0526320526315789,0.52
3181,5,1.3333333333333333,1.0526320526315789,0.5
3182,5,1.3333333333333333,1.0526320526315789,0.52
3183,5,1.3333333333333333,1.0526320526315789,0.48
3184,5,1.3333333333333333,1.0526320526315789,0.58
3185,5,1.3333333333333333,1.0526320526315789,0.4
3186,5,1.3333333333333333,1.0526320526315789,0.62
3187,5,1.3333333333333333,1.0526320526315789,0.5
3188,5,1.3333333333333333,1.0526320526315789,0.66
3189,5,1.3333333333333333,1.0526320526315789,0.6
3190,10,1.3333333333333333,1.0526320526315789,0.54
3191,10,1.3333333333333333,1.0526320526315789,0.54
3192,10,1.3333333333333333,1.0526320526315789,0.42
3193,10,1.3333333333333333,1.0526320526315789,0.44
3194,10,1.3333333333333333,1.0526320526315789,0.54
3195,10,1.3333333333333333,1.0526320526315789,0.54
3196,10,1.3333333333333333,1.0526320526315789,0.54
3197,10,1.3333333333333333,1.0526320526315789,0.52
3198,10,1.3333333333333333,1.0526320526315789,0.46
3199,10,1.3333333333333333,1.0526320526315789,0.44
3200,20,1.3333333333333333,1.0526320526315789,0.46
3201,20,1.3333333333333333,1.0526320526315789,0.44
3202,20,1.3333333333333333,1.0526320526315789,0.54
